video_titles,source
SE ACABÓ! TRIBUNAL ELECTORAL DESPOJA A FÉLIX Y MORÓN DE CANDIDATURAS. GANÓ LENCHO. ÚLTIMA HORA!,El Chapucero
AMLO SE HARTÓ DE JUECES!  GOBIERNO DESACATA AMPAROS Y CONTINÚA OBRAS.  NUNCA LO ESPERARON. NOTICIAS,El Chapucero
NO VAS A CREERLO! EUA LE DA LA RAZÓN A AMLO. ADOPTA SU PLAN ENERGÉTICO. CALLADÓN DE 0C1C0 A EXPERTOS,El Chapucero
EN LAS NARICES DE EUA! RUSIA INSTALARÁ FÁBRICAS EN MEXICO Y CHINA EL 5G. CRECE NERVIOS EN WASHINGTON,El Chapucero
NUNCA LO ESPERÓ LENCHO! AMLO RETA AL INE A QUE LO ARRESTE. DIO ÉPICA TROLEADA A MURAYAMA. NOTICIAS,El Chapucero
NO ESPERÓ LA CONSULTA! AMLO YA DEMANDÓ A EXPRESIDENTE. UIF CONGELARÍA CUENTAS. FGR BUSCARÍA ARRESTO,El Chapucero
SE DESQUITAN CON AMLO Y ZALDIVAR! JUEZ HUNDE NUEVO AEROPUERTO. AVIONES NO PODRÁN ATERRIZAR. NOTICIAS,El Chapucero
LENCHO Y CIRO PIERDEN LA CABEZA! AMENAZAN CON ARRESTAR A OBRADOR. EJÉRCITO EN ALERTA MÁXIMA. NOTICIA,El Chapucero
NO PUEDE SER! BANCO SE APROPIA A LA MALA DE TESORO MEXICANO. NOS QUEDAMOS SIN NADA. ÚLTIMA HORA,El Chapucero
TRONÓ SAMUEL GARCÍA! DESTAPAN CLOACA. ENCUENTRAN PAGOS A CÁRTEL Y CUENTAS MILLONARIAS. SALIÓ HUYENDO,El Chapucero
SANTIAGO EN PROBLEMAS! PANISTA DE ALTO NIVEL LO DEMANDA EN EUA. LE INVENTA FUERTES DELITOS. NOTICIAS,El Chapucero
EMBOSCARON A AMLO! EUA REVELÓ ARMA SECRETA EN CUMBRE MUNDIAL. NO LO ESPERÓ. ESTO CAMBIA SUS PLANES,El Chapucero
LÍDERES MUNDIALES SE SORPRENDIERON! AMLO SACÓ AS EN REUNIÓN MUNDIAL. EUA QUISO FRENARLO PERO NO PUDO,El Chapucero
NO PUEDE SER! CALDERÓN PRESIONÓ A MAGISTRADO. CAMBIÓ SENTENCIA DE  FÉLIX. ADIÓS CANDIDATURA. NOTICIA,El Chapucero
SE ACABÓ! SENTENCIA DEL TRIBUNAL REGRESA CANDIDATURA A MORENA. LENCHO A LLORAR. MÉXICO FESTEJA,El Chapucero
YA BASTA! NECIAS REPORTERAS SE PONEN GROSERAS CON AMLO. SABOTEAN LA MAÑANERA RUGE EL TIGRE. SE ACABÓ,El Chapucero
NO PUEDE SER! MISMO JUEZ ANTIAMLO FRENA NUEVA LEY. YA SE HARTÓ EL PRESIDENTE. ÚLTIMA HORA,El Chapucero
SE PRENDEN ALERTAS! CIA SE METE EN ELECCIONES DE MEXICO. BUSCAN CAMBIAR LA SCJN. GOLPE EXTRANJERO,El Chapucero
NUNCA LO ESPERÓ LENCHO! AMLO SALIÓ RESPONDÓN. ESTO QUE DIJO CIMBRÓ AL INE. NO LO CALLARÁN. NOTICIAS,El Chapucero
TREMENDO BERRINCHE DE LENCHO Y CIRO! SE DESQUITAN CON AMLO. HACEN EL RIDÍCULO. LOS EXHIBEN EN REDES,El Chapucero
A LLORAR LENCHO! TRIBUNAL ELECTORAL REGRESARÁ CANDIDATURA A FÉLIX. MÉXICO FESTEJA. ÚLTIMA HORA,El Chapucero
SE ACABÓ! SAMUEL GARCÍA CONFIESA DELITO ÉL SOLITO. CONFIRMA SOSPECHA DE UIF. HASTA UGALDE SE BURLÓ!,El Chapucero
AMLO SE HARTÓ DE ELLOS! LENCHO Y CIRO IRÁN A JUICIO. NOROÑA SERÁ EL VERDUGO. SE ACABÓ. ÚLTIMA HORA!,El Chapucero
LAYDA EJERCE DERECHO DE RÉPLICA. ESTO QUE DIJO DE YOUTUBER FUE MUY FUERTE! SORPRENDIÓ A TODOS,El Chapucero
EMPIEZAN REPRESALIAS! EUA PONE A MÉXICO EN LISTA NEGRA. PRESIONAN A AMLO POR CFE Y PEMEX. NOTICIAS,El Chapucero
NADIE LO VIO VENIR! JUGADA MAESTRA DE AMLO Y SCJN ACABARÍA EN REELECCIÓN. CALDERÓN PIERDE LA CABEZA,El Chapucero
JUGADA MAESTRA DE AMLO! NEGOCIÓ CON MINISTROS EN SECRETO. BLINDARÁN SUS LEYES. ESTO CAMBIARÁ TODO,El Chapucero
SE QUIEBRA EL INE! CONSEJERA SUELTA LA SOPA. LENCHO Y CIRO ENFURECEN. ESTO SE DESCONTROLÓ. NOTICIAS,El Chapucero
FALLAN LOS EXPERTOS! EUA LE DA CALIFICACIÓN MÁXIMA A BANCO DE AMLO. ES EL MEJOR DEL PAÍS. NOTICIAS,El Chapucero
ACABA DE PASAR! LENCHO TRAE REFUERZOS DEL EXTRANJERO. LLEGARON YA LA MAÑANERA. EBRARD EN ALERTA,El Chapucero
ESTO NO LO VIO VENIR LENCHO! AMLO MUY MOLESTO CON DESPOJO DEL INE. LO DESAPARECERÁ. ESTO SE ACABÓ,El Chapucero
PRENDEN ALARMAS EN JALISCO! LENCHO Y ALFARO SE REUNEN AYER EN SECRETO. BUSCAN ROBARSE LA ELECCIÓN,El Chapucero
ÚLTIMA HORA! LO LOGRÓ LENCHO. LE QUITA INE OOOTRA VEZ CANDIDATURA A FÉLIX. REGAÑAN CONSEJEROS A AMLO,El Chapucero
NO PUEDE SER! INFILTRÓ OEA TRIBUNAL ELECTORAL CON GOLPISTA DE BOLIVIA. LO LLEVÓ CALDERÓN. NOTICIAS,El Chapucero
SORPRENDIÓ A TODOS! AMLO MANDA MENSAJE OCULTO A LENCHO Y CIRO. LOS PUSO A TEMBLAR. ÚLTIMA HORA,El Chapucero
"MIENTRAS NOS DISTRAEN CON FÉLIX, TRIBUNAL ALISTA MÁXIMA TRAICIÓN. ADIÓS MAYORÍA! AMLO ALISTA PLAN B",El Chapucero
LO TIENES QUE VER! ARMAN NUEVO MONTAJE CONTRA FÉLIX. LO METERÁN A LA CÁRCEL POR ÉSTO. SERÍA EL FIN,El Chapucero
SORPRENDEN A LENCHO! PRESIDENTE DE TRIBUNAL ELECTORAL LO PONE EN APRIETOS. FÉLIX FESTEJA. SE ACABÓ!,El Chapucero
NADIE LO VIO VENIR! AMLO ACELERA CONTRARREFORMA PETROLERA. GASOLINEROS ENFURECEN Y HACEN ÉSTO,El Chapucero
LO TIENES QUE VER! FILTRA LA CIA REPORTE DE INTELIGENCIA DE AMLO. LO QUE DIJERON TE SORPRENDERÁ,El Chapucero
FALLARON LOS EXPERTOS! FMI ACEPTA QUE AMLO TUVO RAZÓN. MÉXICO SERÁ POTENCIA MUNDIAL. NOTICIAS HOY,El Chapucero
EMBOSCAN A LENCHO! ALTA FUNCIONARIA DE LA 4T LE RECLAMA EN PÚBLICO. SE QUEDÓ HELADO. NOTICIAS HOY,El Chapucero
SORPRENDEN A EUA! AMLO ENVÍA A EBRARD A RUSIA Y CHINA. ACORDARÁN PLAN VS BIDEN. YA RESPONDEN GRINGOS,El Chapucero
ESTO LO ESCONDIÓ LA TV! QUITAN ÚLTIMO BLINDAJE A GOBER DEL PAN EN DÍAS SANTOS. INMINENTE ARRESTO,El Chapucero
NO PUEDE SER! REGRESAN TARJETAS MONEX. AMLO YA SABE DE ÉSTO. VA A DENUNCIAR A LA FEPADE NOTICIAS HOY,El Chapucero
ESTO LO QUISO ESCONDER LA TV! AMLO LE GANÓ AL INE. TRIBUNAL BLINDÓ LAS MAÑANERAS. SE ACABÓ! NOTICIAS,El Chapucero
AMLO LOGRÓ LO IMPOSIBLE! DOBLEGÓ A MINERAS CANADIENSES. RENEGOCIAN CONCESIONES. ¿NO QUE NO PODÍA?,El Chapucero
SORPRENDEN AL SAT! DUEÑO DE AZTECA USA BITCOINS PARA NO PAGAR IMPUESTOS. DESAPARECIÓ LA DEUDA,El Chapucero
AMLO SE PONE RUDO! ALISTA CONTRARREFORMA PETROLERA. QUITARÁ CONTRATOS LEONINOS A SALINAS. SE ACABÓ,El Chapucero
SALINAS DETRÁS DE VIDEO VS CLARA! USÓ VIDEOTECA DE EMILIANO. ES EL DUEÑO DE MC. AMLO LO PARÓ EN SECO,El Chapucero
SE ACABÓ! MORENA Y PT ALISTAN JUICIO POLÍTICO FAST TRACK VS LENCHO. USARAN LA APLANDORA. ADIÓS,El Chapucero
SORPRENDEN EN EUA! MANDAN A HALCÓN PARA DOBLAR A AMLO. MILITARIZARÁ FRONTERA. NO LO VIO VENIR EBRARD,El Chapucero
LENCHO ESTÁ FUERA DE CONTROL! QUITARÁ CANDIDATURA A FÉLIX. AMLO Y FGR ALISTAN RESISTENCIA. NOTICIAS,El Chapucero
PUBLICISTA EXTRANJERO FABRICA MONTAJES DE SERVIDORES DE LA NACIÓN. LO DENUNCIA CANDIDATO DE MORENA,El Chapucero
LE NIEGAN AMPARO A CABEZA DE VACA! EN HORAS RENUNCIA A GUBERNATURA. SE ALISTA EL INTERINO. SE ACABÓ,El Chapucero
LE METIERON GOL AL EJÉRCITO! SE COLÓ REY DE ESPAÑA AL TREN MAYA. LO METIERON POR LA PUERTA DE ATRÁS,El Chapucero
DESCONTÓN DE CANADÁ! SE ADUEÑA DE RED DE TRENES EN MÉXICO. VA POR TREN MAYA Y TRANSÍSMICO. NOTICIAS,El Chapucero
ESTÁN FRITOS! ALTO JERARCA DEL PRI EN LA MIRA DE RUSIA. SEDENA YA INVESTIGA. ESCÁNDALO MUNDIAL,El Chapucero
SORPRENDEN A ESPAÑOLES! SACA AMLO AS BAJO LA MANGA. LOS VINCULARÁN CON CÁRTEL DE SINALOA. JAQUE MATE,El Chapucero
"LA MAFIA DEL PODER, CAPÍTULO 1: BROZO",El Chapucero
AMLO TENÍA RAZÓN! CIERRAN PLANTAS EN EUA Y VIENEN A MÉXICO. EMPEZAMOS A ABSORBER SU RIQUEZA. NOTICIA,El Chapucero
SE DESPLOMAN BIMBO Y WALMART! NO AGUANTARON PRESIÓN DE AMLO. SE DEFIENDEN COMO PUEDEN. SE ACABÓ,El Chapucero
AMLO PERDIÓ LA PACIENCIA! ENFURECE AL ENTERARSE LO QUE HICIERON TRANSNACIONALES. ESTO SE ACABÓ,El Chapucero
TRONÓ EL PRIAN! SE DESMORONA LA ALIANZA. PERSIGUEN A CANDIDATOS Y DIRIGENTES. SE ACABÓ. NOTICIAS HOY,El Chapucero
NUNCA LO ESPERARON! AMLO REVELÓ PRUEBA MADRE CONTRA JUEZ. MAGISTRADO PIERDE LA CABEZA. TODO TERMINÓ,El Chapucero
NO VAS A CREERLO! EJÉRCITO DESBARATA PLAN DE EUA VS RUSIA. ESTO QUE IBAN A HACER ERA TERRIBLE. HOY,El Chapucero
SE PONEN RUDOS EN EUA! ENVÍAN 5 MIL TROPAS A FRONTERA CON MÉXICO. ALERTAN INFILTRACIÓN RUSA Y CHINA,El Chapucero
SALTÓ LA LIEBRE! UIF VA POR PRINCIPAL NEGOCIADOR DEL T-MEC. PARA EN SECO INTROMISIÓN DE EUA. NOTICIA,El Chapucero
JAQUE MATE! AMLO REVELA JUGADA MAESTRA CONTRA JUECES. NUNCA LO ESPERÓ ZALDÍVAR. ESTO CAMBIARÁ TODO,El Chapucero
NO LO VIERON VENIR! EJÉRCITO SERÁ DUEÑO DEL TREN MAYA. ENFURECEN EXTRANJEROS. NUNCA SE PRIVATIZARÁ,El Chapucero
SALIERON RESPONDONES! JUECES DEJAN LIBRE A PRIISTA. RECIBEN APOYO DE EUA. SIGUEN AMPARANDO A PASTOS,El Chapucero
AMLO LOGRÓ LO IMPOSIBLE! DOBLEGÓ A EUA. VIERNES ANUNCIAN PACTO A FAVOR DE MÉXICO. GRAN NOTICIA HOY,El Chapucero
EXPERTOS NO LO CREEN! AMLO ANUNCIARÁ POZO GIGANTE DE MIL MILLONES DE BARRILES. SE SALVÓ PEMEX. HOY,El Chapucero
TRONÓ BROZO! SE LE VINO EL MUNDO ENCIMA. EXEDECANES DICEN SU VERDAD. RUEGA CLEMENCIA EL PAYASO,El Chapucero
AMLO MANDA DURA CARTA A LA CORTE. EJERCERÁ TODO SU PODER. VA POR EXMINISTRO. REVELA PRUEBAS. NOTICIA,El Chapucero
VAN POR OTRO PEZ GORDO DEL PRI! FBI INVESTIGA NUEVA TRAMA DE SOBORNOS EN EUA. AMLO NO LO SABÍA,El Chapucero
AMLO SOPRENDE A TODOS! REVELA DESCUBRIMIENTO DE NUEVO TESORO PETROLERO. MÉXICO FELIZ. GRAN NOTICIA,El Chapucero
SE ACABÓ! VA FGR POR LA GAVIOTA. SUS CÓMPLICES EN LA CÁRCEL. BUSCA UIF CUENTAS EN ANDORRA. NOTICIAS,El Chapucero
NO DURÓ NI 24 HORAS! JUEZ VINCULADO A EXTRANJEROS CANCELA REFORMA ELÉCTRICA. DÍA NEGRO PARA MÉXICO,El Chapucero
SE ACABÓ! CEDEN EXTRANJEROS Y NEGOCIARÁN CON AMLO. NO IRÁN A JUICIO INTERNACIONAL. NOTICIAS HOY,El Chapucero
SORPRENDEN A TELEVISA! MEDIO INTERNACIONAL REVELA SOBORNOS DESDE SUIZA A PRIISTAS DE ALTO NIVEL,El Chapucero
EUA ESTÁ NERVIOSO! AMLO ENCONTRÓ CÓMO GANARLES EN SU JUEGO. MANDAN A REPORTERO A EMBOSCARLO HOY,El Chapucero
NO AGUANTÓ LA CHAYO! SOLTÓ LA SOPA. NO FUNCIONÓ ABSURDO MONTAJE. FGR ALISTA ARRESTO DE PEZ GORDO,El Chapucero
NO VAS A CREERLO! UIF ENCONTRÓ ¡30 MANSIONES! A CABEZA DE VACA. PANISTAS QUISIERON EMBOSCAR A NIETO,El Chapucero
SORPRENDEN A FEMINISTAS! FGR ORDENA ARRESTAR A PRIISTA DE ALTO NIVEL. SE LES CAYÓ EL TEATRITO. HOY,El Chapucero
NO LO VIERON VENIR! SORPRENDE APARICIÓN DE RIFLES ANTIDRONES EN MARCHA. CAUSA FUROR EN EL ZÓCALO,El Chapucero
PRENDEN FOCOS ROJOS! TUMBAN VALLAS EN PALACIO. POLICÍA MILITAR EN ALERTA. HOMBRES INFILTRAN MARCHA,El Chapucero
PASÓ EN LA MADRUGADA! DESARMAN A FEMINISTAS EN POLANCO. ENCUENTRAN HASTA ESPADAS. CONJURAN GOLPE,El Chapucero
DE MAL EN PEOR! INICIA DESBANDADA EN TV AZTECA POR ROEMER. EUA LANZA MISILES A SALINAS PLIEGO,El Chapucero
YA NO AGUANTÁN LOS EUA! QUIEREN FUERA A LA SEDENA Y QUE REGRESEN SUS AGENTES. SE LES CAYÓ EL NEGOCIO,El Chapucero
ENLOQUECE GOBER DEL PAN! FGR LE ENCONTRÓ CIENTOS DE MILLONES ESCONDIDOS. PAN SE DESLINDA. SE ACABÓ!,El Chapucero
NO AGUANTÓ EUA REBELDÍA DE AMLO! CIMBRAN AL GABINETE. PRESIDENCIABLE EN LA MIRA. ESTO CAMBIA TODO,El Chapucero
ACABA DE PASAR! LLEGAN GRANDES NOTICIAS DE ARABIA. PETRÓLEO SE DISPARA. HABRÁN EXCEDENTES PETROLEROS,El Chapucero
SE HUNDE SALINAS PLIEGO! ESTALLA ESCÁNDALO MUNDIAL EN TV AZTECA. PEOR QUE NXIVM. PODRÍA IR A JUICIO,El Chapucero
VELO ANTES QUE LO BORREN! FILTRAN AUDIO DE CHAYO ROBLES ROGANDO CLEMENCIA. TE SORPRENDERÁ QUÉ DIJO,El Chapucero
ALISTA AMLO NUEVO GOLPE A CANADÁ! NACIONALIZARÍA EL LITIO. TATIANA AFINA ÚLTIMOS DETALLES. NOTICIAS,El Chapucero
SORPRENDIÓ AMLO A EUA! SACÓ LA APLANADORA Y LES METIÓ GOLAZO. AJUSTÓ CUENTAS POR ACAPARAMIENTO. HOY,El Chapucero
SE  ACABÓ LA LUNA DE MIEL! MÉXICO LANZA GOLPE A WALL STREET. RESPONDE EUA CON DEMANDA INTERNACIONAL,El Chapucero
SE ACABÓ PARA GOBER PANISTA! AMLO MANDÓ MILITARES A TAMAULIPAS. DIEGO LLEGA AL RESCATE. NOTICIAS HOY,El Chapucero
AMLO NUNCA LO ESPERÓ! ESTO QUE LE DIJO BIDEN LO DEJÓ IMPACTADO. EUA POR FIN RESPETA A MEXICO,El Chapucero
ÚLTIMA HORA! ARRANCA REUNIÓN AMLO-BIDEN. ESTO QUE DIJO OBRADOR  ¡SORPRENDIÓ A BIDEN! LO CAMBIA TODO,El Chapucero
EUA SE ECHA PARA ATRÁS! NO TOCARÁN LEY ELÉCTRICA DE MÉXICO. AMLO LES MANDA FUERTE MENSAJE HOY.,El Chapucero
NOS OFRECIERON CHAMBA EN TV AZTECA NACIONAL | Nopal Times #1,El Chapucero
GUERRERO EN VIVO! REACCIONAN GUERRERNSES ANTE EL DESPOJO DE FÉLIX SALGADO. TODOS LO APOYAN,El Chapucero
EN VIVO DESDE GUERRERO! RESPONDE EQUIPO DE FÉLIX. SIGUE SIENDO CANDIDATO. MORENA NO LO QUITARÁ,El Chapucero
BANCO DE EUA SALE DE EMERGENCIA DEL PAÍS! UIF LO TENÍA EN LA MIRA. ESCONDE DINERO DE CRIMINALES,El Chapucero
SE ACABÓ PARA ESPAÑA! AMLO CONFIRMA QUE MILITARES CONSTRUIRÁN TREN MAYA. VETAN AL REY Y BLACKROCK,El Chapucero
SE TERMINÓ LA LUNA DE MIEL! EUA MANDA DURO MENSAJE A AMLO. EBRARD Y TATIANA VAN DIRECTO A EMBOSCADA,El Chapucero
SORPRENDIÓ A TODOS! AMLO REVELA AS BAJO LA MANGA VS EUA. USARÁ DECRETO DE BIDEN A SU FAVOR. NOTICIAS,El Chapucero
SE HA REVELADO EL ENEMIGO! CANADÁ PIDE QUE EUA SANCIONE A MÉXICO POR REFORMA A CFE. ESTO CAMBIA TODO,El Chapucero
EUA Y CANADÁ SE REÚNEN DE EMERGENCIA! VAN VS CONTRARREFORMA DE AMLO. ALISTAN EJÉRCITO DE ABOGADOS,El Chapucero
NADIE LO VIO VENIR! FGR ORDENÓ ARRESTAR A FINANCIADOR DE FRENAA Y FEMINISTAS. ES DUEÑO DE DIARIO,El Chapucero
SE ACABÓ! FGR ARRESTARÁ A GOBERNADOR DEL PAN. SOLITICAN DESAFUERO A MORENA. NADIE LO VIO VENIR!,El Chapucero
AMLO TUVO RAZÓN! DATOS DE AUDITOR ESTABAN MAL. SE ECHAN PARA ATRÁS. ACABÓ EN RIDÍCULO NACIONAL,El Chapucero
TIEMBLA EUA! ARMAN MÉXICO Y ARGENTINA REVUELTA MUNDIAL. ATACARÁN EN G20. FRANCIA Y CHINA APOYARÁN,El Chapucero
SORPRENDEN AL EJÉRCITO! EUA ALISTA DETENCIÓN DE OTRO GENERAL MEXICANO. ESTO CAMBIARÍA TODO. NOTICIAS,El Chapucero
AMLO TENÍA RAZÓN! PETRÓLEO MEXICANO SE DISPARA EN EUA. REGRESAN EXCEDENTES PETROLEROS. MEXICO FELIZ,El Chapucero
AMLO FRENA A REY DE ESPAÑA! QUERÍA QUEDARSE CON TREN MAYA. EJÉRCITO ENTRA AL RESCATE. ÚLTIMA HORA,El Chapucero
"AMLO ES IMBATIBLE EN COLIMA. MORENA, EL PARTIDO MÁS FEMINISTA DE MÉXICO: INDIRA VIZCAINO. NOTICIAS",El Chapucero
SE ESPANTAN LOS EUA! NO QUIEREN GAS DE RUSIA EN MEXICO. ABREN DE NUEVO LA LLAVE EN TEXAS. NOTICIAS,El Chapucero
NO HAY DE OTRA! VOTO MASIVO POR MORENA. PROYECTO DE AMLO EN RIESGO. EL PRIAN SE FROTA LAS MANOS,El Chapucero
AMLO LOGRÓ LO IMPOSIBLE! VENCIÓ A EUA EN LA ONU. ENTREGARÁ MILES DE MILLONES DE DÓLARES. NOTICIAS,El Chapucero
EUA NO LO VIO VENIR! RUSIA SALE AL RESCATE DE MÉXICO. EBRARD HABLÓ CON MACHUCHÓN EN MOSCÚ. NOTICIAS,El Chapucero
JUSTO AHORA! SENADOR DE TEXAS LLEGA A MEXICO. AMLO RESPONDE A GOBERNADOR DE EUA POR CIERRE DE GAS,El Chapucero
SE ENOJAN LOS EUA CON MÉXICO! NO LES GUSTÓ QUE AMLO SALVARA LA CFE. ATACARON CON TODO. NOTICIAS HOY,El Chapucero
AMLO TENÍA RAZÓN! CFE PODRÍA SALVAR A TEXAS. EUA QUIERE IMPORTAR LUZ DE MEXICO. ESTO CAMBIARÁ TODO,El Chapucero
ACABA DE PASAR! EBRARD DEJA CALLADO A EUA. LE DIJO SUS VERDADES EN LA ONU. RUSIA Y CHINA APOYARON,El Chapucero
TODO FUE PLANEADO! EUA APROVECHÓ VÓRTICE POLAR PARA QUEBRAR CFE. ALISTAN DEMANDAN MILLONARIAS,El Chapucero
SE PONEN NERVIOSOS EN EUA! TEMEN ALIANZA RUSIA-CHINA-MEXICO EN ONU. ALISTAN EMBAJADOR ANTIAMLO,El Chapucero
NADIE LO VIO VENIR! MÉXICO ALISTA 2 DEMANDAS INTERNACIONALES VS EUA. LO APOYARÁN RUSIA Y CHINA,El Chapucero
MORENA SE CAE A PEDAZOS! INTEGRANTE DE FRENA ¡ACABA DE CANDIDATO! DEMANDAN A MARIO DELGADO. NOTICIA,El Chapucero
SON EL COLMO! CHAYOTEROS SE QUEJAN ¡POR HACER FILA PARA VACUNARSE! ECHAN ESPUMA POR LA BOCA. NOTICIA,El Chapucero
GOLPAZO A IBERDROLA! EUA EN CRISIS ELÉCTRICA POR FALLA DE ENERGÍAS RENOVABLES. CFE RESISTE. NOTICIAS,El Chapucero
DUEÑO DE AZTECA RECIBE TERRIBLE NOTICIA DE EUA! SE DESMORONA SU IMPERIO. ¡Y FALTA EL SAT! NOTICIAS,El Chapucero
AMLO CACHA OTRA MENTIRA DE EUA! MURO SIGUE CONSTRUYÉNDOSE. ESTO QUE DIJO HOY CIMBRÓ A WASHINGTON,El Chapucero
ALISTA 4T GOLPAZO A CANADÁ! NACIONALIZARÁN EL LITIO. SE TERMINARÁ SAQUEO. TRUDEAU RESPONDE. NOTICIAS,El Chapucero
NO PUEDE SER! ENCARGADO DEL COVID EN EUA ATACÓ A AMLO. JORGE RAMOS ARMÓ EL MONTAJE. ESTO PASÓ HOY,El Chapucero
NO VAS A CREERLO! AMLO EXHIBIÓ LAS ENORMES MENTIRAS DE BIDEN. YA RESPONDIERON EN EUA. ÚLTIMA HORA,El Chapucero
"NUNCA LO VIO VENIR! SAT PODRÍA EMBARGARLE YATE, AVIÓN Y HELICÓPTERO A DUEÑO DE TV AZTECA. NOTICIAS",El Chapucero
PERDIERON LA CABEZA! TV ESPAÑOLA LE DIJO COSAS HORRIBLES A AMLO. ESTÁN MUY DOLIDOS. NO LO SOPORTAN,El Chapucero
AMLO LOGRÓ LO IMPOSIBLE! INAUGURÓ NUEVO AEROPUERTO EN TIEMPO RÉCORD. DÍA HISTÓRICO. MÉXICO CELEBRA,El Chapucero
CONTRAATACA EUA! YA EMPEZARON APLICAR RÁPIDOS Y FURIOSOS 2. QUIEREN PROVOCAR CAOS EN ELECCIONES,El Chapucero
LENCHO EN PROBLEMAS! UIF INFILTRA ALGORITMO EN EL INE. RASTRAERÁ DESVÍOS ELECTORALES. NOTICIAS HOY,El Chapucero
NADIE LO ESPERÓ! MONREAL LE PONE TRAMPA A AMLO. LE DA TODO EL PODER AL INE PARA CENSURAR SUS REDES,El Chapucero
VELO ANTES QUE LO BORREN! CANDIDATO DE MORENA DA A CONOCER VIDEO DE GOBER DEL PAN EN ACTO CRIMINAL,El Chapucero
AMLO LOGRÓ LO IMPOSIBLE! MILLONES DE MEXICANOS EN EUA SERÁN BENEFICIADOS. GOLPAZO MORTAL A ELEKTRA,El Chapucero
REGRESÓ FILOSO AMLO! LES DIO UNA MEGA TUNDA A CHAYOTEROS. NO SE ESCAPÓ NADIE. LOS PUSO FÚRICOS,El Chapucero
"PRENSA ""DESCUBRE"" PROTUBERANCIA ESCONDIDA EN TRAJE DE AMLO. DICEN QUE TIENE UNA ARRITMIA! NOTICIAS",El Chapucero
YA TRONÓ TODO! ENVIAN DE EUA DURA CARTA A MÉXICO POR REFORMA ELÉCTRICA. NO CREERÁS LO QUE DIJERON!,El Chapucero
CANADÁ NO LO VIO VENIR! AMLO ARREMETE CONTRA PODEROSAS MINERAS. ENCONTRÓ SUCIO NEGOCIO. ÚLTIMA HORA!,El Chapucero
SE TERMINÓ LA PESADILLA! AMLO DA NEGATIVO AL COVID. REAPARECE EN NUEVO VIDEO. MÉXICO FELIZ CELEBRA!,El Chapucero
REAPARECE PEPILLO CON TOTAL DESCARO! NO TEME A EUA. NO SE ARREPIENTE DE NADA. LO VOLVERÍA A HACER,El Chapucero
EUA NUNCA LO VIO VENIR! CONTRAATACA GOBIERNO DE AMLO. CAMBIÓ REGLAS EN LA FRONTERA SIN AVISAR,El Chapucero
AHORA SE ENTIENDE TODO! GOBER PRECIOSO TIENE CUENTAS EN ANDORRA. LLEGA DE ESPAÑA TESTIGO CLAVE HOY,El Chapucero
"AMLO ES ESTADISTA DE CLASE MUNDIAL. ¡QUIEN MÁS HABLA CON TRUMP, BIDEN Y PUTIN!: CUITLÁHUAC GARCÍA",El Chapucero
NO VAS A CREERLO! DENTISTA SE HACER PASAR COMO EXPERTA EN COVID. ACABA CONFESANDO DELITOS EN TV!,El Chapucero
FMI Y TESORO DE EUA LE PONEN TRAMPA A AMLO! QUIEREN QUE MÉXICO PIDA MÁS DEUDA. LES DIJERON QUE NO,El Chapucero
SE RETUERCE LILY TÉLLEZ! REVISTA CIENTÍFICA MUNDIAL APOYA LA SPUTNIK. HASTA LOS EUA LA ELOGIAN!,El Chapucero
PIERDEN LA CABEZA EN LOS EUA! EXIGEN CONGRESISTAS REABRIR EL T-MEC. ESTO CAMBIARÍA TODO. NOTICIAS,El Chapucero
AMLO SORPRENDIÓ A EUA! HOY ARRANCA CONTRARREFORMA ENERGÉTICA. BLINDA LA CFE. ADIÓS PLAN DE BIDEN,El Chapucero
SE ACABÓ LA LUNA DE MIEL! EUA ALISTA PRIMERA DEMANDA VS MEXICO. QUIEREN CERRAR MAQUILADORAS! NOTICIA,El Chapucero
ACABA DE PASAR! DUEÑO DE FACEBOOK RESPONDE A AMLO. LE DOLIÓ LA CRÍTICA. PROPONE CAMBIOS EN EL PAÍS,El Chapucero
AMLO REVELÓ SORPRENDENTE ACUERDO CON ASIA. NI ALEMANIA LOGRÓ ESTO. EUA TAMPOCO LO CREE. NOTICIAS,El Chapucero
"AMLO ES IMBATIBLE EN TLAXCALA. AUNQUE ESTEMOS 1RO EN ENCUESTAS, NO NOS CONFIAREMOS: LORENA CUÉLLAR",El Chapucero
PASÓ EN LA MADRUGADA! POR FIN DESALOJAN A LOS FRENA DEL ZÓCALO. SE ACABÓ EL CIRCO. NOTICIAS MEXICO,El Chapucero
NO VAS A CREERLO! PRENSA BASURA YA ESTÁ CRITICANDO REAPARICIÓN DE AMLO. SE PASAN DE MEZQUINOS!,El Chapucero
ÚLTIMO MINUTO! RECIBEN EJÉRCITO Y MARINA LLAMADA DE EUA. ESTO PODRÍA CAMBIAR TODO. NOTICIAS MÉXICO,El Chapucero
FALLARON EXPERTOS DEL FMI! MÉXICO LE IRÁ MEJOR QUE A EUROPA EN 2021. REGRESÓ EL SUPERPESO. NOTICIAS,El Chapucero
SE ACABÓ! GOBIERNO DE EUA INVESTIGA A PEPILLO POR SALTARSE LA FILA. LO DESTROZA FOX NEWS POR EGOISTA,El Chapucero
"MIENTRAS NOS DISTRAÍMOS CON RUSIA, FGR ORDENÓ ARRESTAR A 3 ALTOS FUNCIONARIOS DE EPN! ÚLTIMA HORA",El Chapucero
